answer,input,sentence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
N,None,Glasses help people to hear.,48,69,4773,69,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A camera is used to help you find your way.,48,70,4774,70,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Tires are always flat.,48,71,4775,71,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A pitcher maybe used to pour water.,48,72,4776,72,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A cup must have a lid.,48,73,4777,73,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,An elevator goes up to the moon.,48,74,4778,74,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most clouds are brown and furry.,48,75,4779,75,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,There are many different types of jewelry.,48,76,4780,76,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most people use keys to comb their hair.,48,77,4781,77,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A calendar has both the weeks and days.,48,78,4782,78,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people like to go to another country for vacation.,48,79,4783,79,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A pencil may have an eraser on the end.,48,80,4784,80,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A neighbor is a person who lives very far away.,48,81,4785,81,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Bakes potatoes grow on trees.,48,82,4786,82,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A classroom teacher works all day in a grocery store.,48,83,4787,83,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A flashlight may need batteries to operate.,48,84,4788,84,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people rent apartments in large cities.,48,85,4789,85,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A goat talks in complete sentences. ,48,86,4790,86,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,All people avoid doctors when they feel sick.,48,87,4791,87,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A carpenter builds things with wood.,48,88,4792,88,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Newly released movies are often shown at theaters.,48,89,4793,89,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A magazine has only one page.,48,90,4794,90,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A photo album may hold many pictures.,48,91,4795,91,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most dogs can climb straight up steep walls.,48,92,4796,92,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A fence can provide a border around a property.,48,93,4797,93,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most modern houses do not have any doors or windows.,48,94,4798,94,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people make hotel reservations for only one night.,48,95,4799,95,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A talented athlete may enjoy several different sports.,48,96,4800,96,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,People may use a map to find certain locations.,48,97,4801,97,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A bird can fly.,49,0,4802,0,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Cats have five legs.,49,1,4803,1,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people have long hair,49,2,4804,2,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,People have teeth.,49,3,4805,3,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The sky is always brown and yellow.,49,4,4806,4,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A clock tells time.,49,5,4807,5,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The color of grass is red.,49,6,4808,6,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A school bus has a driver.,49,7,4809,7,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,People like to drink gum.,49,8,4810,8,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A butterfly has ten wings.,49,9,4811,9,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A train goes on the road.,49,10,4812,10,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A banana is to eat.,49,11,4813,11,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Summer is a season of the year.,49,12,4814,12,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Ants are very big.,49,13,4815,13,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A fire is cold.,49,14,4816,14,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A bus has wings,49,15,4817,15,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The color of milk is pink.,49,16,4818,16,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A flower grows in the sky.,49,17,4819,17,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A dog may bark at a cat.,49,18,4820,18,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A room in a house has walls.,49,19,4821,19,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Golf is a game that some people like to play.,49,20,4822,20,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,June is the month after March.,49,21,4823,21,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most dogs can fly over the tops of mountains.,49,22,4824,22,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people like to go swimming on hot days.,49,23,4825,23,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Most windows are made of glass.,49,24,4826,24,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A pen is for writing.,49,25,4827,25,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Monkeys live in fish tanks.,49,26,4828,26,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,An insect may live under a rock.,49,27,4829,27,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A shoe goes on your head.,49,28,4830,28,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A frog may swim in a pond.,49,29,4831,29,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A beach by the ocean may have sand.,49,30,4832,30,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,May is the last day of the week.,49,31,4833,31,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,People sit on their hands at the dinner table.,49,32,4834,32,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,You can see only one color in a rainbow.,49,33,4835,33,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Cars have four wheels.,49,34,4836,34,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The sun is smaller than an orange.,49,35,4837,35,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A bird may build a nest.,49,36,4838,36,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,All mountains are very flat on top.,49,37,4839,37,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,You can drink milk through a straw.,49,38,4840,38,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A map is used to help you find phone numbers.,49,39,4841,39,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A hospital has more than one doctor.,49,40,4842,40,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people eat pie with a fork.,49,41,4843,41,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some little babies cry when they are hungry.,49,42,4844,42,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Winter is a season of the year.,49,43,4845,43,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A table has six arms.,49,44,4846,44,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,People serve dinner on their windows.,49,45,4847,45,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Many spiders can spin webs.,49,46,4848,46,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some fish live in the ocean.,49,47,4849,47,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people buy new homes in small towns.,49,48,4850,48,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some children fly kites on a windy day.,49,49,4851,49,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A shoe is worn on your ear.,49,50,4852,50,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some children enjoy watching cartoons on television.,49,51,4853,51,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Snow is often green in color.,49,52,4854,52,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A monkey is an insect that flies.,49,53,4855,53,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A door may have a lock.,49,54,4856,54,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A hammer if often used to write a story.,49,55,4857,55,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A plant's roots are above ground.,49,56,4858,56,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A dog may fight with another dog.,49,57,4859,57,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A bicycle needs gas each day.,49,58,4860,58,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Money is often used to start forest fires. ,49,59,4861,59,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,One can travel faster on an airplane than on a bicycle.,49,60,4862,60,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A cook works every day in a bank.,49,61,4863,61,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Every year all cars need to have new engines.,49,62,4864,62,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A baseball looks like a square.,49,63,4865,63,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Doctors spend most of their time driving race cars.,49,64,4866,64,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Tennis is a game that some people like to play.,49,65,4867,65,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Many people place pictures on the floors of their homes.,49,66,4868,66,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A banker works in a kitchen.,49,67,4869,67,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A coat may be hung on a hanger in a closet.,49,68,4870,68,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Glasses help people to hear.,49,69,4871,69,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A camera is used to help you find your way.,49,70,4872,70,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Tires are always flat.,49,71,4873,71,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A pitcher maybe used to pour water.,49,72,4874,72,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A cup must have a lid.,49,73,4875,73,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,An elevator goes up to the moon.,49,74,4876,74,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most clouds are brown and furry.,49,75,4877,75,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,There are many different types of jewelry.,49,76,4878,76,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most people use keys to comb their hair.,49,77,4879,77,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A calendar has both the weeks and days.,49,78,4880,78,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people like to go to another country for vacation.,49,79,4881,79,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A pencil may have an eraser on the end.,49,80,4882,80,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A neighbor is a person who lives very far away.,49,81,4883,81,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Bakes potatoes grow on trees.,49,82,4884,82,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A classroom teacher works all day in a grocery store.,49,83,4885,83,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A flashlight may need batteries to operate.,49,84,4886,84,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people rent apartments in large cities.,49,85,4887,85,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A goat talks in complete sentences. ,49,86,4888,86,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,All people avoid doctors when they feel sick.,49,87,4889,87,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A carpenter builds things with wood.,49,88,4890,88,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Newly released movies are often shown at theaters.,49,89,4891,89,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A magazine has only one page.,49,90,4892,90,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A photo album may hold many pictures.,49,91,4893,91,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most dogs can climb straight up steep walls.,49,92,4894,92,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A fence can provide a border around a property.,49,93,4895,93,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most modern houses do not have any doors or windows.,49,94,4896,94,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people make hotel reservations for only one night.,49,95,4897,95,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A talented athlete may enjoy several different sports.,49,96,4898,96,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,People may use a map to find certain locations.,49,97,4899,97,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A bird can fly.,50,0,4900,0,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Cats have five legs.,50,1,4901,1,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people have long hair,50,2,4902,2,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,People have teeth.,50,3,4903,3,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The sky is always brown and yellow.,50,4,4904,4,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A clock tells time.,50,5,4905,5,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The color of grass is red.,50,6,4906,6,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A school bus has a driver.,50,7,4907,7,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,People like to drink gum.,50,8,4908,8,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A butterfly has ten wings.,50,9,4909,9,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A train goes on the road.,50,10,4910,10,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A banana is to eat.,50,11,4911,11,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Summer is a season of the year.,50,12,4912,12,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Ants are very big.,50,13,4913,13,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A fire is cold.,50,14,4914,14,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A bus has wings,50,15,4915,15,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The color of milk is pink.,50,16,4916,16,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A flower grows in the sky.,50,17,4917,17,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A dog may bark at a cat.,50,18,4918,18,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A room in a house has walls.,50,19,4919,19,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Golf is a game that some people like to play.,50,20,4920,20,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,June is the month after March.,50,21,4921,21,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most dogs can fly over the tops of mountains.,50,22,4922,22,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people like to go swimming on hot days.,50,23,4923,23,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Most windows are made of glass.,50,24,4924,24,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A pen is for writing.,50,25,4925,25,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Monkeys live in fish tanks.,50,26,4926,26,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,An insect may live under a rock.,50,27,4927,27,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A shoe goes on your head.,50,28,4928,28,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A frog may swim in a pond.,50,29,4929,29,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A beach by the ocean may have sand.,50,30,4930,30,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,May is the last day of the week.,50,31,4931,31,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,People sit on their hands at the dinner table.,50,32,4932,32,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,You can see only one color in a rainbow.,50,33,4933,33,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Cars have four wheels.,50,34,4934,34,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,The sun is smaller than an orange.,50,35,4935,35,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A bird may build a nest.,50,36,4936,36,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,All mountains are very flat on top.,50,37,4937,37,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,You can drink milk through a straw.,50,38,4938,38,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A map is used to help you find phone numbers.,50,39,4939,39,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A hospital has more than one doctor.,50,40,4940,40,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people eat pie with a fork.,50,41,4941,41,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some little babies cry when they are hungry.,50,42,4942,42,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Winter is a season of the year.,50,43,4943,43,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A table has six arms.,50,44,4944,44,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,People serve dinner on their windows.,50,45,4945,45,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Many spiders can spin webs.,50,46,4946,46,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some fish live in the ocean.,50,47,4947,47,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some people buy new homes in small towns.,50,48,4948,48,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some children fly kites on a windy day.,50,49,4949,49,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A shoe is worn on your ear.,50,50,4950,50,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Some children enjoy watching cartoons on television.,50,51,4951,51,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Snow is often green in color.,50,52,4952,52,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A monkey is an insect that flies.,50,53,4953,53,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A door may have a lock.,50,54,4954,54,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A hammer if often used to write a story.,50,55,4955,55,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A plant's roots are above ground.,50,56,4956,56,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A dog may fight with another dog.,50,57,4957,57,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A bicycle needs gas each day.,50,58,4958,58,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Money is often used to start forest fires. ,50,59,4959,59,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,One can travel faster on an airplane than on a bicycle.,50,60,4960,60,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A cook works every day in a bank.,50,61,4961,61,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Every year all cars need to have new engines.,50,62,4962,62,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A baseball looks like a square.,50,63,4963,63,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Doctors spend most of their time driving race cars.,50,64,4964,64,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,Tennis is a game that some people like to play.,50,65,4965,65,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Many people place pictures on the floors of their homes.,50,66,4966,66,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A banker works in a kitchen.,50,67,4967,67,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A coat may be hung on a hanger in a closet.,50,68,4968,68,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Glasses help people to hear.,50,69,4969,69,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A camera is used to help you find your way.,50,70,4970,70,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Tires are always flat.,50,71,4971,71,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A pitcher maybe used to pour water.,50,72,4972,72,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,A cup must have a lid.,50,73,4973,73,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,An elevator goes up to the moon.,50,74,4974,74,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most clouds are brown and furry.,50,75,4975,75,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,There are many different types of jewelry.,50,76,4976,76,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
N,None,Most people use keys to comb their hair.,50,77,4977,77,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
Y,None,A calendar has both the weeks and days.,50,78,4978,78,,,,,,,,,,2017_Mar_14_0136,60.2384084655,reading_fluency,001,neww,
