trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,answer,input,sentence,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
,,,,,,,0.102777777778,-0.48,1,0,0,,,,,2017_Mar_14_0126,60.1721251386,reading_fluency,001,33,
,,,,,,,,,,,,space,0.95619893074,,,2017_Mar_14_0126,60.1721251386,reading_fluency,001,33,
,,,,,,,,,,,,,,space,8.92041516304,2017_Mar_14_0126,60.1721251386,reading_fluency,001,33,
