mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,date,frameRate,expName,session,participant,
0.0875,-0.491111111111,1,0,0,2017_Mar_14_0028,59.9772348981,reading_fluency,001,1,
