trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,answer,input,sentence,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
,,,,,,,0.0847222222222,-0.466666666667,1,0,0,,,,,2017_Mar_14_0053,60.0088991011,reading_fluency,001,hhh,
,,,,,,,,,,,,space,6.8232729435,,,2017_Mar_14_0053,60.0088991011,reading_fluency,001,hhh,
,,,,,,,,,,,,,,space,1.45315289497,2017_Mar_14_0053,60.0088991011,reading_fluency,001,hhh,
